entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,240归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,野性攻击强度,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
100219,无尽·护臂,护甲,治疗,4,3,9,腕部,240,耐力+55；智力+55,法术强度+77；急速等级+48；每5秒法力回复+16,法术强度+78；急速等级+47；每5秒法力回复+17,法术强度×1.0130；急速等级×0.9792；每5秒法力回复×1.0625,5,263,251,1.0040,0,,,0,,,,,596,,47579,黑甲护腕,245,4,3,9,无,,32251,精准腕甲,45358,4,141,70,
100220,拳甲·天启,护甲,治疗,4,3,10,手部,240,耐力+73；智力+73,每5秒法力回复+22；暴击等级+67；法术强度+95,每5秒法力回复+20；暴击等级+70；法术强度+87,每5秒法力回复×0.9091；暴击等级×1.0448；法术强度×0.9158,5,346,330,0.9788,0,,,0,,,,,853,,48038,森金村仪祭者手套,245,4,3,10,无,,34991,野蛮角斗士的链甲手套,48605,4,159,70,
100221,霸主之护手,护甲,治疗,4,3,10,手部,240,耐力+73；智力+73,法术强度+104；急速等级+57；每5秒法力回复+32,法术强度+101；急速等级+52；每5秒法力回复+35,法术强度×0.9712；急速等级×0.9123；每5秒法力回复×1.0938,5,356,339,0.9853,0,,,0,,,,,853,,48301,萨尔的凯旋手甲,245,4,3,10,无,,35043,野蛮角斗士的鳞甲手套,48611,4,159,70,
100222,魔铁裁断护手,护甲,治疗,4,3,10,手部,240,耐力+73；智力+73,每5秒法力回复+22；暴击等级+67；法术强度+95,每5秒法力回复+22；暴击等级+64；法术强度+87,每5秒法力回复×1.0000；暴击等级×0.9552；法术强度×0.9158,5,346,330,0.9667,1,红色,,0,,,,,853,,47961,碧空先知手套,245,4,3,10,无,,34350,上古影月护手,48037,4,154,70,
100223,冬拥湖之手套,护甲,治疗,4,3,10,手部,240,耐力+73；智力+73,法术强度+104；急速等级+57；每5秒法力回复+32,法术强度+113；急速等级+52；每5秒法力回复+32,法术强度×1.0865；急速等级×0.9123；每5秒法力回复×1.0000,5,356,339,1.0118,0,,,0,,,,,853,,48286,努波顿的凯旋手甲,245,4,3,10,无,,31001,戈隆追猎者手套,45679,4,146,70,
100224,破晓者之面甲,护甲,治疗,4,4,1,头部,240,耐力+98；智力+98,法术强度+125；暴击等级+63；每5秒法力回复+43,法术强度+118；暴击等级+63；每5秒法力回复+43,法术强度×0.9440；暴击等级×1.0000；每5秒法力回复×1.0000,5,448,427,0.9836,2,混沌,红色,0,,,,,1980,,47682,无眠守望头盔,245,4,4,1,无,,34400,达斯雷玛之冠,48058,4,159,70,
100225,熔火之心之面甲,护甲,治疗,4,4,1,头部,240,耐力+98；智力+98,法术强度+125；暴击等级+63；每5秒法力回复+43,法术强度+123；暴击等级+67；每5秒法力回复+40,法术强度×0.9840；暴击等级×1.0635；每5秒法力回复×0.9302,5,448,427,0.9977,2,混沌,蓝色,0,,,,,1980,,47681,无眠守望重盔,245,4,4,1,无,,34401,乌瑟尔的决心之盔,48057,4,159,70,
100226,星语者降世面罩,护甲,治疗,4,4,1,头部,240,耐力+98；智力+98,法术强度+125；暴击等级+63；每5秒法力回复+43,法术强度+117；暴击等级+67；每5秒法力回复+40,法术强度×0.9360；暴击等级×1.0635；每5秒法力回复×0.9302,5,448,427,0.9836,2,混沌,蓝色,0,,,,,1980,,47682,无眠守望头盔,245,4,4,1,无,,35029,野蛮角斗士的板层甲头盔,48740,4,159,70,
100227,钢铁之面甲,护甲,治疗,4,4,1,头部,240,耐力+98；智力+98,法术强度+125；暴击等级+63；每5秒法力回复+43,法术强度+116；暴击等级+63；每5秒法力回复+46,法术强度×0.9280；暴击等级×1.0000；每5秒法力回复×1.0698,5,448,427,0.9859,2,混沌,黄色,0,,,,,1980,,47681,无眠守望重盔,245,4,4,1,无,,35068,野蛮角斗士的板甲头盔,49685,4,159,70,
100228,裁断肩胄,护甲,治疗,4,4,3,肩部,240,耐力+73；智力+72,法术强度+96；暴击等级+49；每5秒法力回复+32,法术强度+97；暴击等级+48；每5秒法力回复+29,法术强度×1.0104；暴击等级×0.9796；每5秒法力回复×0.9062,5,359,322,0.9907,1,蓝色,,0,,,,,1835,,51586,翡翠圣徒肩铠,251,4,4,3,无,,35070,野蛮角斗士的板甲护肩,49995,4,159,70,
100229,永夜肩卫,护甲,治疗,4,4,3,肩部,240,耐力+73；智力+75,法术强度+113；急速等级+67；每5秒法力回复+28,法术强度+111；急速等级+62；每5秒法力回复+27,法术强度×0.9823；急速等级×0.9254；每5秒法力回复×0.9643,5,331,356,0.9775,1,黄色,,0,,,,,1849,,45140,锋鳞护肩,232,4,4,3,无,,30979,冲锋肩刃,45661,4,146,70,
100230,红龙军团穿云肩甲,护甲,治疗,4,4,3,肩部,240,耐力+73；智力+74,暴击等级+49；每5秒法力回复+37；法术强度+110,暴击等级+45；每5秒法力回复+35；法术强度+111,暴击等级×0.9184；每5秒法力回复×0.9459；法术强度×1.0091,5,282,343,0.9854,1,红色,,0,,,,,1850,,49829,瓦伦弗斯的锈蚀肩甲,219,4,4,3,无,,30996,光明使者护肩,45884,4,146,70,
100231,晨辉之肩铠,护甲,治疗,4,4,3,肩部,240,耐力+73；智力+75,法术强度+113；急速等级+67；每5秒法力回复+28,法术强度+120；急速等级+63；每5秒法力回复+28,法术强度×1.0619；急速等级×0.9403；每5秒法力回复×1.0000,5,331,356,1.0084,1,蓝色,,0,,,,,1849,,45140,锋鳞护肩,232,4,4,3,无,,33699,复仇角斗士的板层甲护肩,46953,4,146,70,
100232,胸铠·山岳,护甲,治疗,4,4,5,胸部,240,耐力+98；智力+98,法术强度+134；暴击等级+70；每5秒法力回复+43,法术强度+137；暴击等级+68；每5秒法力回复+40,法术强度×1.0224；暴击等级×0.9714；每5秒法力回复×0.9302,5,465,443,0.9955,2,蓝色,黄色,0,,,,,2437,,48594,莉亚德琳的凯旋护胸,245,4,4,5,无,,34395,尊贵仲裁者胸甲,48053,4,159,70,
100233,仲裁者御风胸甲,护甲,治疗,4,4,5,胸部,240,耐力+98；智力+130,法术强度+115；每5秒法力回复+37；急速等级+75,法术强度+119；每5秒法力回复+40；急速等级+80,法术强度×1.0348；每5秒法力回复×1.0811；急速等级×1.0667,5,396,455,1.0264,2,黄色,红色,0,,,,,2490,,45305,冥界胸铠,225,4,4,5,无,,35027,野蛮角斗士的板层甲护胸,50001,4,159,70,
100234,自然胸铠,护甲,治疗,4,4,5,胸部,240,耐力+98；智力+98,法术强度+134；暴击等级+70；每5秒法力回复+43,法术强度+129；暴击等级+76；每5秒法力回复+46,法术强度×0.9627；暴击等级×1.0857；每5秒法力回复×1.0698,5,465,443,1.0090,0,,,0,,,,,2437,,48575,图拉扬的凯旋护胸,245,4,4,5,无,,35066,野蛮角斗士的板甲护胸,49999,4,159,70,
100235,死亡骑士驭天胸甲,护甲,治疗,4,4,5,胸部,240,耐力+98；智力+130,法术强度+115；每5秒法力回复+37；急速等级+75,法术强度+107；每5秒法力回复+38；急速等级+76,法术强度×0.9304；每5秒法力回复×1.0270；急速等级×1.0133,5,396,455,0.9868,1,蓝色,,0,,,,,2490,,45305,冥界胸铠,225,4,4,5,无,,30904,救世胸铠,46351,4,151,70,
100236,青铜破云腰铠,护甲,治疗,4,4,6,腰部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；每5秒法力回复+32,法术强度+95；暴击等级+60；每5秒法力回复+33,法术强度×0.9135；暴击等级×1.0714；每5秒法力回复×1.0312,5,356,338,0.9882,1,蓝色,,0,,,,,1371,,47323,遗忘殉难者束带,245,4,4,6,无,,34547,冲锋束腰,48361,4,154,70,
100237,灰烬之战带,护甲,治疗,4,4,6,腰部,240,耐力+73；智力+75,法术强度+113；急速等级+63；每5秒法力回复+32,法术强度+105；急速等级+59；每5秒法力回复+33,法术强度×0.9292；急速等级×0.9365；每5秒法力回复×1.0312,5,331,356,0.9691,2,黄色,红色,0,,,,,1387,,45505,执着希望腰带,232,4,4,6,无,,33811,守备官的板甲腰带,47047,4,146,70,
100238,咒纹腰铠,护甲,治疗,4,4,6,腰部,240,耐力+73；智力+73,法术强度+104；暴击等级+56；每5秒法力回复+32,法术强度+94；暴击等级+56；每5秒法力回复+33,法术强度×0.9038；暴击等级×1.0000；每5秒法力回复×1.0312,5,356,338,0.9734,1,红色,,0,,,,,1371,,47195,遗忘殉难者腰带,245,4,4,6,无,,33888,守备官的板层甲腰带,47415,4,146,70,
100239,扣带·苍穹,护甲,治疗,4,4,6,腰部,240,耐力+73；智力+72,法术强度+96；急速等级+65；每5秒法力回复+25,法术强度+93；急速等级+64；每5秒法力回复+23,法术强度×0.9688；急速等级×0.9846；每5秒法力回复×0.9200,5,367,331,0.9819,0,,,0,,,,,1376,,51555,紧致腰带,251,4,4,6,无,,30897,希望束带,48291,4,141,70,
100240,灰烬腿铠,护甲,治疗,4,4,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+70；每5秒法力回复+43,法术强度+137；暴击等级+76；每5秒法力回复+43,法术强度×1.0224；暴击等级×1.0857；每5秒法力回复×1.0000,5,465,443,1.0203,1,蓝色,,0,,,,,2133,,48591,莉亚德琳的凯旋胫甲,245,4,4,7,无,,35030,野蛮角斗士的板层甲护腿,50002,4,159,70,
100241,血月腿胄,护甲,治疗,4,4,7,腿部,240,耐力+99；智力+95,法术强度+141；急速等级+81；每5秒法力回复+43,法术强度+140；急速等级+83；每5秒法力回复+43,法术强度×0.9929；急速等级×1.0247；每5秒法力回复×1.0000,5,428,459,1.0022,1,黄色,,0,,,,,2122,,50229,寒冰深渊腿甲,232,4,4,7,无,,35069,野蛮角斗士的板甲护腿,49996,4,159,70,
100242,凛冬腿铠,护甲,治疗,4,4,7,腿部,240,耐力+98；智力+98,法术强度+134；暴击等级+70；每5秒法力回复+43,法术强度+124；暴击等级+77；每5秒法力回复+46,法术强度×0.9254；暴击等级×1.1000；每5秒法力回复×1.0698,5,465,443,1.0000,0,,,0,,,,,2133,,48578,图拉扬的凯旋胫甲,245,4,4,7,无,,30903,无尽怒气腿甲,46359,4,151,70,
100243,奥妮克希亚腿铠,护甲,治疗,4,4,7,腿部,240,耐力+97；智力+99,法术强度+130；急速等级+84；每5秒法力回复+44,法术强度+135；急速等级+85；每5秒法力回复+46,法术强度×1.0385；急速等级×1.0119；每5秒法力回复×1.0455,5,399,454,1.0176,1,蓝色,,0,,,,,2139,,46181,征服者的庇护胫甲,226,4,4,7,无,,30977,冲锋护腿,45660,4,146,70,
100244,辉光护足,护甲,治疗,4,4,8,脚部,240,智力+72；耐力+78,法术强度+113；暴击等级+65；每5秒法力回复+32,法术强度+109；暴击等级+65；每5秒法力回复+30,法术强度×0.9646；暴击等级×1.0000；每5秒法力回复×0.9375,5,333,360,0.9833,1,蓝色,,0,,,,,1667,,50215,复还圣匣长靴,232,4,4,8,无,,33812,守备官的板甲护胫,44735,4,146,70,
100245,仁爱护足,护甲,治疗,4,4,8,脚部,240,耐力+83；智力+69,法术强度+91；急速等级+55；每5秒法力回复+28,法术强度+99；急速等级+56；每5秒法力回复+30,法术强度×1.0879；急速等级×1.0182；每5秒法力回复×1.0714,5,287,326,1.0337,0,,,0,,,,,1681,,45561,命运之靴,226,4,4,8,无,,33890,守备官的板层甲护胫,47417,4,146,70,
100246,救赎足铠,护甲,治疗,4,4,8,脚部,240,耐力+83；智力+72,法术强度+102；暴击等级+55；每5秒法力回复+32,法术强度+107；暴击等级+53；每5秒法力回复+33,法术强度×1.0490；暴击等级×0.9636；每5秒法力回复×1.0312,5,319,344,1.0116,0,,,0,,,,,1695,,45434,岩石治愈胫甲,232,4,4,8,无,,32956,Tom's Boots 3,29863,4,145,70,
100247,冰冠堡垒之护足,护甲,治疗,4,4,8,脚部,240,耐力+83；智力+69,法术强度+91；急速等级+55；每5秒法力回复+28,法术强度+88；急速等级+53；每5秒法力回复+28,法术强度×0.9670；急速等级×0.9636；每5秒法力回复×1.0000,5,287,326,0.9847,1,蓝色,,0,,,,,1681,,45561,命运之靴,226,4,4,8,无,,32243,珍珠镶饰长靴,45332,4,141,70,
100248,苍穹王座护臂,护甲,治疗,4,4,9,腕部,240,耐力+55；智力+55,法术强度+85；暴击等级+48；每5秒法力回复+24,法术强度+90；暴击等级+51；每5秒法力回复+23,法术强度×1.0588；暴击等级×1.0625；每5秒法力回复×0.9583,5,280,267,1.0262,1,蓝色,,0,,,,,1066,,47294,碎约护腕,245,4,4,9,无,,34442,冲锋腕甲,48348,4,154,70,
100249,铸魂者穿云腕甲,护甲,治疗,4,4,9,腕部,240,耐力+55；智力+55,法术强度+77；急速等级+48；每5秒法力回复+16,法术强度+71；急速等级+46；每5秒法力回复+15,法术强度×0.9221；急速等级×0.9583；每5秒法力回复×0.9375,5,263,251,0.9641,2,黄色,红色,0,,,,,1066,,47575,烈阳熔铸护腕,245,4,4,9,无,,35170,护卫者的板层甲护腕,48662,4,154,70,
100250,纳克萨玛斯臂甲,护甲,治疗,4,4,9,腕部,240,耐力+55；智力+55,法术强度+85；暴击等级+48；每5秒法力回复+24,法术强度+85；暴击等级+44；每5秒法力回复+25,法术强度×1.0000；暴击等级×0.9167；每5秒法力回复×1.0417,5,280,267,0.9888,2,红色,蓝色,0,,,,,1066,,47093,碎约护臂,245,4,4,9,无,,35176,护卫者的板甲护腕,48664,4,154,70,
100251,缚霜者护臂,护甲,治疗,4,4,9,腕部,240,耐力+55；智力+55,法术强度+77；急速等级+48；每5秒法力回复+16,法术强度+72；急速等级+48；每5秒法力回复+16,法术强度×0.9351；急速等级×1.0000；每5秒法力回复×1.0000,5,263,251,0.9801,1,蓝色,,0,,,,,1066,,47574,烈阳熔铸护腕,245,4,4,9,无,,32959,Tom's Bracer 3,29859,4,145,70,
100252,游侠将军冲击臂铠,护甲,治疗,4,4,10,手部,240,耐力+73；智力+74,法术强度+113；暴击等级+65；每5秒法力回复+32,法术强度+110；暴击等级+65；每5秒法力回复+33,法术强度×0.9735；暴击等级×1.0000；每5秒法力回复×1.0312,5,331,357,0.9944,1,蓝色,,0,,,,,1515,,50284,锈蚀的冰封护手,232,4,4,10,无,,35067,野蛮角斗士的板甲手套,49998,4,159,70,
100253,银色北伐军臂铠,护甲,治疗,4,4,10,手部,240,耐力+73；智力+73,法术强度+104；急速等级+64；每5秒法力回复+29,法术强度+101；急速等级+58；每5秒法力回复+27,法术强度×0.9712；急速等级×0.9062；每5秒法力回复×0.9310,5,360,343,0.9679,1,黄色,,0,,,,,1523,,48593,莉亚德琳的凯旋手套,245,4,4,10,无,,34352,堡垒手套,48036,4,156,70,
100254,星陨御风臂铠,护甲,治疗,4,4,10,手部,240,耐力+73；智力+75,法术强度+113；暴击等级+56；每5秒法力回复+35,法术强度+114；暴击等级+58；每5秒法力回复+35,法术强度×1.0088；暴击等级×1.0357；每5秒法力回复×1.0000,5,326,352,1.0085,0,,,0,,,,,1540,,45268,神圣卫士手套,232,4,4,10,无,,30969,冲锋护手,45659,4,146,70,
100255,钢铁断岳臂铠,护甲,治疗,4,4,10,手部,240,耐力+73；智力+73,法术强度+104；急速等级+64；每5秒法力回复+29,法术强度+110；急速等级+61；每5秒法力回复+27,法术强度×1.0577；急速等级×0.9531；每5秒法力回复×0.9310,5,360,343,1.0029,0,,,0,,,,,1523,,48576,图拉扬的凯旋手套,245,4,4,10,无,,30982,光明使者护手,45685,4,146,70,
100256,碎星头冠,护甲,敏捷输出,4,2,1,头部,240,敏捷+116；耐力+86,攻击强度+176；暴击等级+51；急速等级+96,攻击强度+178；暴击等级+56；急速等级+101,攻击强度×1.0114；暴击等级×1.0980；急速等级×1.0521,5,488,525,1.0229,3,混沌,黄色,0,,,,,496,,50206,磨损的恶徒皮帽,232,4,2,1,无,,31027,刺杀者头盔,45434,4,146,70,蓝色
100257,追猎头盔,护甲,敏捷输出,4,2,1,头部,240,敏捷+120；耐力+81,攻击强度+184；暴击等级+65；护甲穿透等级+82,攻击强度+178；暴击等级+69；护甲穿透等级+87,攻击强度×0.9674；暴击等级×1.0615；护甲穿透等级×1.0610,5,557,532,1.0056,2,混沌,黄色,0,,,,,499,,49477,血牙兜帽,245,4,2,1,无,,31037,雷霆之心头盔,45663,4,146,70,
100258,雷霆崖之面甲,护甲,敏捷输出,4,2,1,头部,240,敏捷+131；耐力+90,暴击等级+75；命中等级+79；攻击强度+163,暴击等级+73；命中等级+72；攻击强度+162,暴击等级×0.9733；命中等级×0.9114；攻击强度×0.9939,5,439,538,0.9814,3,混沌,红色,0,,,,,505,,47529,遥远回忆面罩,219,4,2,1,无,,33672,复仇角斗士的龙皮头盔,48262,4,146,70,蓝色
100259,潮汐·兜帽,护甲,敏捷输出,4,2,1,头部,240,敏捷+117；耐力+87,攻击强度+188；急速等级+73；护甲穿透等级+80,攻击强度+187；急速等级+72；护甲穿透等级+78,攻击强度×0.9947；急速等级×0.9863；护甲穿透等级×0.9750,5,603,545,0.9927,2,混沌,蓝色,0,,,,,501,,51013,废弃的内脏口袋,251,4,2,1,无,,33691,复仇角斗士的科多皮头盔,48261,4,146,70,
100260,生命之肩卫,护甲,敏捷输出,4,2,3,肩部,240,敏捷+85；耐力+75,攻击强度+128；急速等级+66；暴击等级+50,攻击强度+134；急速等级+63；暴击等级+53,攻击强度×1.0469；急速等级×0.9545；暴击等级×1.0600,5,423,404,1.0149,1,红色,,0,,,,,460,,48049,雪山强盗护肩,245,4,2,3,无,,33703,复仇角斗士的皮甲护肩,46938,4,146,70,
100261,山岳·披肩,护甲,敏捷输出,4,2,3,肩部,240,敏捷+87；耐力+96,攻击强度+131；暴击等级+64；护甲穿透等级+57,攻击强度+121；暴击等级+64；护甲穿透等级+59,攻击强度×0.9237；暴击等级×1.0000；护甲穿透等级×1.0351,5,455,435,0.9816,0,,,0,,,,,460,,47709,踏暮者肩铠,245,4,2,3,无,,30917,刀锋怒火护肩,45752,4,141,70,
100262,照夜肩铠,护甲,敏捷输出,4,2,3,肩部,240,敏捷+99；耐力+84,攻击强度+135；暴击等级+66；命中等级+62,攻击强度+139；暴击等级+63；命中等级+67,攻击强度×1.0296；暴击等级×0.9545；命中等级×1.0806,5,413,446,1.0135,0,,,0,,,,,457,,50293,黑色背叛肩甲,232,4,2,3,无,,32377,黑暗护肩,45816,4,141,70,
100263,肩卫·时空,护甲,敏捷输出,4,2,3,肩部,240,敏捷+87；耐力+96,攻击强度+131；急速等级+64；护甲穿透等级+57,攻击强度+120；急速等级+65；护甲穿透等级+62,攻击强度×0.9160；急速等级×1.0156；护甲穿透等级×1.0877,5,455,435,0.9885,2,红色,黄色,0,,,,,460,,48208,玛法里奥的凯旋肩甲,245,4,2,3,无,,32518,旋叶护肩,45758,4,141,70,
100264,混沌裂地护甲,护甲,敏捷输出,4,2,5,胸部,240,敏捷+114；耐力+128,攻击强度+141；暴击等级+71；急速等级+86,攻击强度+133；暴击等级+75；急速等级+78,攻击强度×0.9433；暴击等级×1.0563；急速等级×0.9070,5,534,540,0.9778,1,红色,,0,,,,,611,,45473,角斗士的拥抱,239,4,2,5,无,,30905,午夜胸甲,46352,4,151,70,
100265,霸主之护胸,护甲,敏捷输出,4,2,5,胸部,240,敏捷+118；耐力+102,攻击强度+157；暴击等级+89；护甲穿透等级+64,攻击强度+146；暴击等级+81；护甲穿透等级+63,攻击强度×0.9299；暴击等级×0.9101；护甲穿透等级×0.9844,5,555,530,0.9623,0,,,0,,,,,614,,48026,流影甲冑,245,4,2,5,无,,31028,刺杀者胸甲,45425,4,146,70,
100266,驭雷者破云护甲,护甲,敏捷输出,4,2,5,胸部,240,敏捷+112；耐力+130,攻击强度+160；暴击等级+86；命中等级+78,攻击强度+159；暴击等级+79；命中等级+73,攻击强度×0.9938；暴击等级×0.9186；命中等级×0.9359,5,593,566,0.9770,2,蓝色,红色,0,,,,,614,,48242,迦罗娜的凯旋胸甲,245,4,2,5,无,,31041,雷霆之心外套,45662,4,146,70,
100267,大地之战衣,护甲,敏捷输出,4,2,5,胸部,240,敏捷+114；耐力+84,攻击强度+186；急速等级+90；护甲穿透等级+72,攻击强度+187；急速等级+98；护甲穿透等级+79,攻击强度×1.0054；急速等级×1.0889；护甲穿透等级×1.0972,5,603,546,1.0293,1,红色,,0,,,,,616,,50780,极寒绞索胸甲,251,4,2,5,无,,33675,复仇角斗士的龙皮外套,46945,4,146,70,
