entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字理论归一值,触发属性预算系数,绿字触发附加前归一值,绿字最终值,绿字最终随机系数,属性条数,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,触发法术ID,触发方式,触发效果类别,效果来源装等,效果来源物品ID,效果来源物品,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
103226,足具·天穹,护甲,敏捷输出,4,2,8,脚部,280,敏捷+137；耐力+111；智力+73,攻击强度+158；暴击等级+93；护甲穿透等级+58,1.00（触发效果额外，不扣属性预算）,攻击强度+158；暴击等级+93；护甲穿透等级+58,攻击强度+152；暴击等级+91；护甲穿透等级+57,攻击强度×0.9620；暴击等级×0.9785；护甲穿透等级×0.9828,6,0,,,0,,,,1072,,,,,,,,54577,回归之足音,284,4,2,8,无,,32593,兽穴领袖之靴,45352,4,141,70,
103227,祖达克之束腕,护甲,敏捷输出,4,2,9,腕部,280,敏捷+103；耐力+105,攻击强度+110；暴击等级+70；急速等级+71,1.00（触发效果额外，不扣属性预算）,攻击强度+110；暴击等级+70；急速等级+71,攻击强度+99；暴击等级+75；急速等级+65,攻击强度×0.9000；暴击等级×1.0714；急速等级×0.9155,5,1,红色,,0,,,,307,,,,,,,,54580,不快臂环,284,4,2,9,无,,32351,艾露恩神力护腕,45288,4,141,70,
103228,月刃征伐护臂,护甲,敏捷输出,4,2,9,腕部,280,敏捷+106；耐力+105,攻击强度+122；暴击等级+62；护甲穿透等级+70,1.00（触发效果额外，不扣属性预算）,攻击强度+122；暴击等级+62；护甲穿透等级+70,攻击强度+114；暴击等级+68；护甲穿透等级+73,攻击强度×0.9344；暴击等级×1.0968；护甲穿透等级×1.0429,5,1,黄色,,0,,,,307,,,,,,,,50670,托斯克的巨型腕甲,277,4,2,9,无,,32580,迅捷打击护腕,45775,4,141,70,
103229,星界旅者的臂甲,护甲,敏捷输出,4,2,9,腕部,280,敏捷+93；耐力+105,攻击强度+113；命中等级+61；暴击等级+71,1.00（触发效果额外，不扣属性预算）,攻击强度+113；命中等级+61；暴击等级+71,攻击强度+119；命中等级+66；暴击等级+77,攻击强度×1.0531；命中等级×1.0820；暴击等级×1.0845,5,0,,,0,,,,304,,,,,,,,47474,黑暗决心臂甲,258,4,2,9,无,,32582,新生护腕,45401,4,141,70,
103230,护臂·失落荣光,护甲,敏捷输出,4,2,9,腕部,280,敏捷+110；耐力+106,攻击强度+127；急速等级+67；护甲穿透等级+56,1.00（触发效果额外，不扣属性预算）,攻击强度+127；急速等级+67；护甲穿透等级+56,攻击强度+123；急速等级+69；护甲穿透等级+59,攻击强度×0.9685；急速等级×1.0299；护甲穿透等级×1.0536,5,2,红色,黄色,0,,,,301,,,,,,,,47582,迅杀护腕,245,4,2,9,无,,33881,守备官的龙皮护腕,47411,4,141,70,
103231,霜羽回响手甲,护甲,敏捷输出,4,2,10,手部,280,敏捷+142；耐力+140,攻击强度+168；暴击等级+93；急速等级+84,1.00（触发效果额外，不扣属性预算）,攻击强度+168；暴击等级+93；急速等级+84,攻击强度+156；暴击等级+101；急速等级+76,攻击强度×0.9286；暴击等级×1.0860；急速等级×0.9048,5,1,红色,,0,,,,438,,,,,,,,51251,神圣影刃护手,277,4,2,10,无,,33671,复仇角斗士的龙皮手套,46941,4,146,70,
103232,失落神殿之手甲,护甲,敏捷输出,4,2,10,手部,280,敏捷+149；耐力+100,攻击强度+172；暴击等级+84；护甲穿透等级+82,1.00（触发效果额外，不扣属性预算）,攻击强度+172；暴击等级+84；护甲穿透等级+82,攻击强度+180；暴击等级+89；护甲穿透等级+89,攻击强度×1.0465；暴击等级×1.0595；护甲穿透等级×1.0854,5,1,黄色,,0,,,,436,,,,,,,,51904,天谴扼杀手套,264,4,2,10,无,,33700,复仇角斗士的皮甲手套,46940,4,146,70,
103233,灰熊丘陵潜踪拳甲,护甲,敏捷输出,4,2,10,手部,280,敏捷+154；耐力+140,攻击强度+156；暴击等级+94；命中等级+85,1.00（触发效果额外，不扣属性预算）,攻击强度+156；暴击等级+94；命中等级+85,攻击强度+148；暴击等级+92；命中等级+85,攻击强度×0.9487；暴击等级×0.9787；命中等级×1.0000,5,0,,,0,,,,434,,,,,,,,48234,迦罗娜的凯旋护手,258,4,2,10,无,,32328,植物学者的生长手套,45707,4,141,70,
103234,黑锋骑士的护手,护甲,敏捷输出,4,2,10,手部,280,敏捷+142；耐力+140,攻击强度+168；护甲穿透等级+92；急速等级+84,1.00（触发效果额外，不扣属性预算）,攻击强度+168；护甲穿透等级+92；急速等级+84,攻击强度+184；护甲穿透等级+101；急速等级+85,攻击强度×1.0952；护甲穿透等级×1.0978；急速等级×1.0119,5,1,红色,,0,,,,438,,,,,,,,51295,神圣树纹裹手,277,4,2,10,无,,32347,诅咒之握,45718,4,141,70,
103235,烈日战盔,护甲,敏捷输出,4,3,1,头部,280,敏捷+182；耐力+148；智力+99,攻击强度+216；暴击等级+117；急速等级+82,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；急速等级+82,攻击强度+202；暴击等级+121；急速等级+84,攻击强度×0.9352；暴击等级×1.0342；急速等级×1.0244,6,2,混沌,红色,0,,,,1264,,,,,,,,51242,神圣霜巫面甲,277,4,3,1,无,,31003,戈隆追猎者头盔,45680,4,146,70,
103236,先知凝视冠冕,护甲,敏捷输出,4,3,1,头部,280,敏捷+182；耐力+148；智力+99,攻击强度+216；暴击等级+109；护甲穿透等级+90,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+109；护甲穿透等级+90,攻击强度+200；暴击等级+108；护甲穿透等级+92,攻击强度×0.9259；暴击等级×0.9908；护甲穿透等级×1.0222,6,2,混沌,蓝色,0,,,,1264,,,,,,,,51286,神圣安卡哈猎血头盔,277,4,3,1,无,,31012,破天头盔,45669,4,146,70,
103237,迅牙之永恒征途,护甲,敏捷输出,4,3,1,头部,280,敏捷+174；耐力+148；智力+99,攻击强度+233；暴击等级+117；命中等级+82,1.00（触发效果额外，不扣属性预算）,攻击强度+233；暴击等级+117；命中等级+82,攻击强度+240；暴击等级+110；命中等级+77,攻击强度×1.0300；暴击等级×0.9402；命中等级×0.9390,6,2,混沌,黄色,0,,,,1264,,,,,,,,50605,雪蛇链盔,277,4,3,1,无,,33666,复仇角斗士的链甲头盔,47951,4,146,70,
103238,长夜·兜帽,护甲,敏捷输出,4,3,1,头部,280,敏捷+194；耐力+149；智力+101,攻击强度+188；护甲穿透等级+121；急速等级+74,1.00（触发效果额外，不扣属性预算）,攻击强度+188；护甲穿透等级+121；急速等级+74,攻击强度+176；护甲穿透等级+124；急速等级+71,攻击强度×0.9362；护甲穿透等级×1.0248；急速等级×0.9595,6,3,混沌,红色,0,,,,1244,,,,,,,,47685,雏龙头盔,245,4,3,1,无,,33708,复仇角斗士的鳞甲头盔,46894,4,146,70,红色
103239,泰坦监护者的衬肩,护甲,敏捷输出,4,3,3,肩部,280,敏捷+142；耐力+110；智力+73,攻击强度+168；暴击等级+93；急速等级+65,1.00（触发效果额外，不扣属性预算）,攻击强度+168；暴击等级+93；急速等级+65,攻击强度+153；暴击等级+90；急速等级+63,攻击强度×0.9107；暴击等级×0.9677；急速等级×0.9692,6,0,,,0,,,,1167,,,,,,,,51240,神圣霜巫肩甲,277,4,3,3,无,,42668,复仇斗士环甲肩甲,41149,4,146,70,
103240,圣贤破界肩铠,护甲,敏捷输出,4,3,3,肩部,280,敏捷+142；耐力+110；智力+73,攻击强度+168；暴击等级+93；护甲穿透等级+65,1.00（触发效果额外，不扣属性预算）,攻击强度+168；暴击等级+93；护甲穿透等级+65,攻击强度+179；暴击等级+86；护甲穿透等级+60,攻击强度×1.0655；暴击等级×0.9247；护甲穿透等级×0.9231,6,2,黄色,蓝色,0,,,,1167,,,,,,,,51288,神圣安卡哈猎血护肩,277,4,3,3,无,,30892,驯兽者护肩,45735,4,141,70,
103241,符文大师之荒野,护甲,敏捷输出,4,3,3,肩部,280,敏捷+149；耐力+110；智力+74,攻击强度+143；暴击等级+93；命中等级+55,1.00（触发效果额外，不扣属性预算）,攻击强度+143；暴击等级+93；命中等级+55,攻击强度+150；暴击等级+89；命中等级+58,攻击强度×1.0490；暴击等级×0.9570；命中等级×1.0545,6,1,蓝色,,0,,,,1161,,,,,,,,51864,病态仪式肩垫,264,4,3,3,无,,32264,隐藏猎手护肩,45731,4,141,70,
103242,流光·肩甲,护甲,敏捷输出,4,3,3,肩部,280,敏捷+127；耐力+110；智力+65,攻击强度+184；护甲穿透等级+81；急速等级+60,1.00（触发效果额外，不扣属性预算）,攻击强度+184；护甲穿透等级+81；急速等级+60,攻击强度+180；护甲穿透等级+87；急速等级+55,攻击强度×0.9783；护甲穿透等级×1.0741；急速等级×0.9167,6,2,红色,黄色,0,,,,1164,,,,,,,,54566,暮光龙鳞护肩,271,4,3,3,无,,32517,波浪治愈护肩,45757,4,141,70,
103243,圣贤之逐星,护甲,敏捷输出,4,3,5,胸部,280,敏捷+191；耐力+148；智力+99,攻击强度+216；暴击等级+117；急速等级+90,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；急速等级+90,攻击强度+236；暴击等级+109；急速等级+89,攻击强度×1.0926；暴击等级×0.9316；急速等级×0.9889,6,2,红色,黄色,0,,,,1555,,,,,,,,51244,神圣霜巫胸甲,277,4,3,5,无,,31004,戈隆追猎者护胸,45678,4,146,70,
103244,疾风庇佑胸铠,护甲,敏捷输出,4,3,5,胸部,280,敏捷+191；耐力+148；智力+99,攻击强度+216；暴击等级+117；护甲穿透等级+90,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；护甲穿透等级+90,攻击强度+203；暴击等级+125；护甲穿透等级+93,攻击强度×0.9398；暴击等级×1.0684；护甲穿透等级×1.0333,6,1,黄色,,0,,,,1555,,,,,,,,51289,神圣安卡哈猎血外套,277,4,3,5,无,,31016,破天护胸,45668,4,146,70,
103245,暮光审判官之风行,护甲,敏捷输出,4,3,5,胸部,280,敏捷+182；耐力+148；智力+99,攻击强度+216；暴击等级+117；命中等级+82,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；命中等级+82,攻击强度+228；暴击等级+116；命中等级+76,攻击强度×1.0556；暴击等级×0.9915；命中等级×0.9268,6,2,蓝色,红色,0,,,,1555,,,,,,,,50689,遗忘诸王壳甲,277,4,3,5,无,,33664,复仇角斗士的链甲护胸,46880,4,146,70,
103246,霜裔的外套,护甲,敏捷输出,4,3,5,胸部,280,敏捷+194；耐力+149；智力+101,攻击强度+188；护甲穿透等级+110；急速等级+84,1.00（触发效果额外，不扣属性预算）,攻击强度+188；护甲穿透等级+110；急速等级+84,攻击强度+185；护甲穿透等级+103；急速等级+88,攻击强度×0.9840；护甲穿透等级×0.9364；急速等级×1.0476,6,0,,,0,,,,1532,,,,,,,,47596,十字军的龙鳞胸甲,245,4,3,5,无,,33706,复仇角斗士的鳞甲护胸,46891,4,146,70,
103247,疾风扣带,护甲,敏捷输出,4,3,6,腰部,280,敏捷+125；耐力+110；智力+73,攻击强度+185；暴击等级+76；护甲穿透等级+73,1.00（触发效果额外，不扣属性预算）,攻击强度+185；暴击等级+76；护甲穿透等级+73,攻击强度+195；暴击等级+80；护甲穿透等级+75,攻击强度×1.0541；暴击等级×1.0526；护甲穿透等级×1.0274,6,0,,,0,,,,875,,,,,,,,50688,奈幽巴潜猎者之索,277,4,3,6,无,,32276,闪火腰带,45763,4,141,70,
103248,祖达克疾风战带,护甲,敏捷输出,4,3,6,腰部,280,敏捷+125；耐力+110；智力+73,攻击强度+185；暴击等级+76；护甲穿透等级+73,1.00（触发效果额外，不扣属性预算）,攻击强度+185；暴击等级+76；护甲穿透等级+73,攻击强度+198；暴击等级+73；护甲穿透等级+72,攻击强度×1.0703；暴击等级×0.9605；护甲穿透等级×0.9863,6,0,,,0,,,,875,,,,,,,,50688,奈幽巴潜猎者之索,277,4,3,6,无,,32346,骨纹束带,45277,4,141,70,
103249,秘法洪流·护腰,护甲,敏捷输出,4,3,6,腰部,280,敏捷+129；耐力+110；智力+74,攻击强度+179；命中等级+55；暴击等级+93,1.00（触发效果额外，不扣属性预算）,攻击强度+179；命中等级+55；暴击等级+93,攻击强度+179；命中等级+56；暴击等级+99,攻击强度×1.0000；命中等级×1.0182；暴击等级×1.0645,6,2,蓝色,红色,0,,,,870,,,,,,,,51935,天谴椎骨链带,264,4,3,6,无,,34932,抚慰轻风腰带,48490,4,141,70,
103250,迅牙之凛冬余威,护甲,敏捷输出,4,3,6,腰部,280,敏捷+129；耐力+110；智力+66,攻击强度+179；急速等级+59；护甲穿透等级+91,1.00（触发效果额外，不扣属性预算）,攻击强度+179；急速等级+59；护甲穿透等级+91,攻击强度+188；急速等级+63；护甲穿透等级+88,攻击强度×1.0503；急速等级×1.0678；护甲穿透等级×0.9670,6,1,红色,,0,,,,870,,,,,,,,51853,饮血者束带,264,4,3,6,无,,32797,老兵的链甲束带,46052,4,136,70,
103251,索拉查逐星腿胄,护甲,敏捷输出,4,3,7,腿部,280,敏捷+191；耐力+148；智力+99,攻击强度+216；暴击等级+117；急速等级+90,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；急速等级+90,攻击强度+204；暴击等级+128；急速等级+86,攻击强度×0.9444；暴击等级×1.0940；急速等级×0.9556,6,0,,,0,,,,1361,,,,,,,,51287,神圣安卡哈猎血腿甲,277,4,3,7,无,,33709,复仇角斗士的鳞甲护腿,46895,4,146,70,
103252,潜踪之无声裁决,护甲,敏捷输出,4,3,7,腿部,280,敏捷+174；耐力+148；智力+99,攻击强度+233；暴击等级+109；护甲穿透等级+90,1.00（触发效果额外，不扣属性预算）,攻击强度+233；暴击等级+109；护甲穿透等级+90,攻击强度+249；暴击等级+99；护甲穿透等级+87,攻击强度×1.0687；暴击等级×0.9083；护甲穿透等级×0.9667,6,1,黄色,,0,,,,1361,,,,,,,,50645,北地之光护腿,277,4,3,7,无,,42667,复仇斗士环甲护腿,41148,4,146,70,
103253,月刃战裙,护甲,敏捷输出,4,3,7,腿部,280,敏捷+191；耐力+148；智力+99,攻击强度+216；暴击等级+117；命中等级+91,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；命中等级+91,攻击强度+223；暴击等级+121；命中等级+82,攻击强度×1.0324；暴击等级×1.0342；命中等级×0.9011,6,1,蓝色,,0,,,,1361,,,,,,,,51241,神圣霜巫战裙,277,4,3,7,无,,30893,阳炎锁链护腿,45229,4,141,70,
103254,暮光前线之护胫,护甲,敏捷输出,4,3,7,腿部,280,敏捷+191；耐力+148；智力+99,攻击强度+216；暴击等级+117；急速等级+90,1.00（触发效果额外，不扣属性预算）,攻击强度+216；暴击等级+117；急速等级+90,攻击强度+232；暴击等级+111；急速等级+82,攻击强度×1.0741；暴击等级×0.9487；急速等级×0.9111,6,2,红色,黄色,0,,,,1361,,,,,,,,51287,神圣安卡哈猎血腿甲,277,4,3,7,无,,30900,弯弓护腿,47778,4,141,70,
103255,游侠便鞋,护甲,敏捷输出,4,3,8,脚部,280,敏捷+163；耐力+111；智力+70,攻击强度+170；急速等级+52；暴击等级+74,1.00（触发效果额外，不扣属性预算）,攻击强度+170；急速等级+52；暴击等级+74,攻击强度+156；急速等级+47；暴击等级+70,攻击强度×0.9176；急速等级×0.9038；暴击等级×0.9459,6,2,红色,黄色,0,,,,1053,,,,,,,,48006,战歌偷猎者胫甲,245,4,3,8,无,,32242,海洋之怒长靴,45278,4,141,70,
103256,夜幕之破晓,护甲,敏捷输出,4,3,8,脚部,280,敏捷+145；耐力+110；智力+73,攻击强度+147；暴击等级+94；护甲穿透等级+55,1.00（触发效果额外，不扣属性预算）,攻击强度+147；暴击等级+94；护甲穿透等级+55,攻击强度+148；暴击等级+93；护甲穿透等级+60,攻击强度×1.0068；暴击等级×0.9894；护甲穿透等级×1.0909,6,1,黄色,,0,,,,1068,,,,,,,,53127,回归之足音,271,4,3,8,无,,32510,追踪软靴,45733,4,141,70,
103257,荒野猎手之疾风,护甲,敏捷输出,4,3,8,脚部,280,敏捷+133；耐力+110；智力+73,攻击强度+168；暴击等级+93；命中等级+57,1.00（触发效果额外，不扣属性预算）,攻击强度+168；暴击等级+93；命中等级+57,攻击强度+166；暴击等级+92；命中等级+59,攻击强度×0.9881；暴击等级×0.9892；命中等级×1.0351,6,1,蓝色,,0,,,,1069,,,,,,,,50711,荒地足靴,277,4,3,8,无,,30104,毒蛇长靴,45845,4,138,70,
103258,群星之庭锐眼踏靴,护甲,敏捷输出,4,3,8,脚部,280,敏捷+174；耐力+110；智力+78,攻击强度+166；护甲穿透等级+90；急速等级+67,1.00（触发效果额外，不扣属性预算）,攻击强度+166；护甲穿透等级+90；急速等级+67,攻击强度+182；护甲穿透等级+91；急速等级+69,攻击强度×1.0964；护甲穿透等级×1.0111；急速等级×1.0299,6,2,红色,黄色,0,,,,1064,,,,,,,,45249,铜丝战靴,232,4,3,8,无,,32785,老兵的链甲战靴,46053,4,136,70,
103259,荒野猎手守护臂环,护甲,敏捷输出,4,3,9,腕部,280,敏捷+106；耐力+82；智力+56,攻击强度+122；暴击等级+70；护甲穿透等级+47,1.00（触发效果额外，不扣属性预算）,攻击强度+122；暴击等级+70；护甲穿透等级+47,攻击强度+125；暴击等级+69；护甲穿透等级+48,攻击强度×1.0246；暴击等级×0.9857；护甲穿透等级×1.0213,6,0,,,0,,,,681,,,,,,,,50655,天谴猎手护臂,277,4,3,9,无,,32259,风暴降临护腕,45762,4,141,70,
103260,逐星征伐腕铠,护甲,敏捷输出,4,3,9,腕部,280,敏捷+106；耐力+82；智力+56,攻击强度+122；暴击等级+70；护甲穿透等级+47,1.00（触发效果额外，不扣属性预算）,攻击强度+122；暴击等级+70；护甲穿透等级+47,攻击强度+111；暴击等级+73；护甲穿透等级+49,攻击强度×0.9098；暴击等级×1.0429；护甲穿透等级×1.0426,6,0,,,0,,,,681,,,,,,,,50655,天谴猎手护臂,277,4,3,9,无,,32574,闪电反射护腕,45399,4,141,70,
103261,远征军裁断腕铠,护甲,敏捷输出,4,3,9,腕部,280,敏捷+102；耐力+83；智力+56,攻击强度+143；命中等级+56；暴击等级+53,1.00（触发效果额外，不扣属性预算）,攻击强度+143；命中等级+56；暴击等级+53,攻击强度+147；命中等级+53；暴击等级+58,攻击强度×1.0280；命中等级×0.9464；暴击等级×1.0943,6,2,蓝色,红色,0,,,,677,,,,,,,,51914,冰冠城防护腕,264,4,3,9,无,,32577,生命之地护腕,45403,4,141,70,
103262,霜羽腕甲,护甲,敏捷输出,4,3,9,腕部,280,敏捷+112；耐力+83；智力+56,攻击强度+117；暴击等级+70；护甲穿透等级+46,1.00（触发效果额外，不扣属性预算）,攻击强度+117；暴击等级+70；护甲穿透等级+46,攻击强度+119；暴击等级+75；护甲穿透等级+47,攻击强度×1.0171；暴击等级×1.0714；护甲穿透等级×1.0217,6,2,红色,黄色,0,,,,677,,,,,,,,50000,天谴猎手臂铠,264,4,3,9,无,,33876,守备官的链甲护腕,47405,4,141,70,
