entry,名称,分组,定位,class,subclass,InventoryType,槽位,装等,白字属性,绿字归一值,绿字最终值,绿字最终随机系数,属性条数,模板原始属性总和,260归一属性总和,随机前后总属性比,插槽数量,插槽1颜色,插槽2颜色,插槽Bonus,伤害,攻速毫秒,DPS,护甲,格挡值,基准entry,基准名称,基准装等,基准class,基准subclass,基准InventoryType,预算回退方式,等价词条映射,外观entry,外观名称,displayid,外观品质,外观物品装等,外观需求等级,插槽3颜色
101386,赤焰裂地护臂,护甲,治疗,4,3,9,腕部,260,耐力+66；智力+66,法术强度+93；每5秒法力回复+29；暴击等级+50,法术强度+97；每5秒法力回复+27；暴击等级+52,法术强度×1.0430；每5秒法力回复×0.9310；暴击等级×1.0400,5,298,304,1.0132,0,,,0,,,,637,,47441,溷沌预兆裹腕,258,4,3,9,无,,35172,护卫者的鳞甲护腕,48673,4,154,70,
101387,嚎风峡湾之护臂,护甲,治疗,4,3,9,腕部,260,耐力+66；智力+66,法术强度+94；急速等级+54；每5秒法力回复+26,法术强度+94；急速等级+57；每5秒法力回复+26,法术强度×1.0000；急速等级×1.0556；每5秒法力回复×1.0000,5,318,306,1.0098,1,黄色,,0,,,,639,,51929,冷魂护腕,264,4,3,9,无,,30864,寻路者护腕,45744,4,141,70,
101388,灵光护臂,护甲,治疗,4,3,9,腕部,260,耐力+66；智力+66,法术强度+93；每5秒法力回复+29；暴击等级+50,法术强度+88；每5秒法力回复+30；暴击等级+47,法术强度×0.9462；每5秒法力回复×1.0345；暴击等级×0.9400,5,298,304,0.9770,0,,,0,,,,637,,47068,溷沌预兆护腕,258,4,3,9,无,,30869,嚎风护腕,45750,4,141,70,
101389,复苏腕铠,护甲,治疗,4,3,9,腕部,260,耐力+66；智力+67,法术强度+92；急速等级+53；每5秒法力回复+26,法术强度+93；急速等级+50；每5秒法力回复+26,法术强度×1.0109；急速等级×0.9434；每5秒法力回复×1.0000,5,280,304,0.9934,1,蓝色,,0,,,,634,,50774,冷魂护腕,251,4,3,9,无,,32251,精准腕甲,45358,4,141,70,
101390,夜幕·手套,护甲,治疗,4,3,10,手部,260,耐力+89；智力+88,法术强度+128；暴击等级+77；每5秒法力回复+35,法术强度+121；暴击等级+70；每5秒法力回复+34,法术强度×0.9453；暴击等级×0.9091；每5秒法力回复×0.9714,5,432,417,0.9640,1,蓝色,,0,,,,912,,51191,神圣霜巫手甲,264,4,3,10,无,,34991,野蛮角斗士的链甲手套,48605,4,159,70,
101391,破晓者手套,护甲,治疗,4,3,10,手部,260,耐力+88；智力+88,法术强度+126；急速等级+69；每5秒法力回复+39,法术强度+129；急速等级+67；每5秒法力回复+36,法术强度×1.0238；急速等级×0.9710；每5秒法力回复×0.9231,5,402,410,0.9951,1,黄色,,0,,,,910,,48306,萨尔的凯旋手甲,258,4,3,10,无,,35043,野蛮角斗士的鳞甲手套,48611,4,159,70,
101392,永恒之拳甲,护甲,治疗,4,3,10,手部,260,耐力+88；智力+89,法术强度+125；暴击等级+77；每5秒法力回复+35,法术强度+137；暴击等级+78；每5秒法力回复+35,法术强度×1.0960；暴击等级×1.0130；每5秒法力回复×1.0000,5,381,414,1.0314,2,红色,蓝色,0,,,,906,,50836,霜巫手甲,251,4,3,10,无,,34350,上古影月护手,48037,4,154,70,
101393,天启者守望手套,护甲,治疗,4,3,10,手部,260,耐力+88；智力+88,法术强度+126；急速等级+69；每5秒法力回复+39,法术强度+116；急速等级+69；每5秒法力回复+36,法术强度×0.9206；急速等级×1.0000；每5秒法力回复×0.9231,5,402,410,0.9683,1,蓝色,,0,,,,910,,48293,努波顿的凯旋手甲,258,4,3,10,无,,31001,戈隆追猎者手套,45679,4,146,70,
101394,战盔·腐化,护甲,治疗,4,4,1,头部,260,耐力+118；智力+118,法术强度+165；暴击等级+88；每5秒法力回复+44,法术强度+154；暴击等级+80；每5秒法力回复+43,法术强度×0.9333；暴击等级×0.9091；每5秒法力回复×0.9773,5,555,533,0.9625,3,混沌,蓝色,0,,,,2120,,50060,遗忘者面甲,264,4,4,1,无,,34400,达斯雷玛之冠,48058,4,159,70,蓝色
101395,御风者之面甲,护甲,治疗,4,4,1,头部,260,耐力+119；智力+120,法术强度+149；暴击等级+76；每5秒法力回复+52,法术强度+151；暴击等级+69；每5秒法力回复+51,法术强度×1.0134；暴击等级×0.9079；每5秒法力回复×0.9808,5,448,516,0.9884,2,混沌,蓝色,0,,,,2098,,47682,无眠守望头盔,245,4,4,1,无,,34401,乌瑟尔的决心之盔,48057,4,159,70,
101396,屠龙者断岳面罩,护甲,治疗,4,4,1,头部,260,耐力+119；智力+120,法术强度+149；暴击等级+76；每5秒法力回复+52,法术强度+158；暴击等级+78；每5秒法力回复+47,法术强度×1.0604；暴击等级×1.0263；每5秒法力回复×0.9038,5,448,516,1.0116,3,混沌,蓝色,0,,,,2098,,47681,无眠守望重盔,245,4,4,1,无,,35029,野蛮角斗士的板层甲头盔,48740,4,159,70,黄色
101397,唤潮者断空战盔,护甲,治疗,4,4,1,头部,260,耐力+118；智力+118,法术强度+165；暴击等级+88；每5秒法力回复+44,法术强度+180；暴击等级+87；每5秒法力回复+47,法术强度×1.0909；暴击等级×0.9886；每5秒法力回复×1.0682,5,555,533,1.0319,3,混沌,蓝色,0,,,,2120,,50060,遗忘者面甲,264,4,4,1,无,,35068,野蛮角斗士的板甲头盔,49685,4,159,70,红色
101398,星芒·肩卫,护甲,治疗,4,4,3,肩部,260,耐力+89；智力+88,法术强度+118；暴击等级+62；每5秒法力回复+38,法术强度+121；暴击等级+66；每5秒法力回复+41,法术强度×1.0254；暴击等级×1.0645；每5秒法力回复×1.0789,5,410,395,1.0253,2,蓝色,黄色,0,,,,1957,,51824,翡翠圣徒肩甲,264,4,4,3,无,,35070,野蛮角斗士的板甲护肩,49995,4,159,70,
101399,星语者降世肩甲,护甲,治疗,4,4,3,肩部,260,耐力+88；智力+92,法术强度+134；急速等级+80；每5秒法力回复+34,法术强度+136；急速等级+87；每5秒法力回复+35,法术强度×1.0149；急速等级×1.0875；每5秒法力回复×1.0294,5,331,428,1.0234,2,黄色,红色,0,,,,1960,,45140,锋鳞护肩,232,4,4,3,无,,30979,冲锋肩刃,45661,4,146,70,
101400,极光破云肩卫,护甲,治疗,4,4,3,肩部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；每5秒法力回复+31,法术强度+114；暴击等级+84；每5秒法力回复+33,法术强度×0.9661；暴击等级×1.0909；每5秒法力回复×1.0645,5,418,403,1.0124,1,红色,,0,,,,1957,,49980,斑驳的骨刺护肩,264,4,4,3,无,,30996,光明使者护肩,45884,4,146,70,
101401,圣光肩卫,护甲,治疗,4,4,3,肩部,260,耐力+88；智力+92,法术强度+134；急速等级+80；每5秒法力回复+34,法术强度+142；急速等级+83；每5秒法力回复+37,法术强度×1.0597；急速等级×1.0375；每5秒法力回复×1.0882,5,331,428,1.0327,1,蓝色,,0,,,,1960,,45140,锋鳞护肩,232,4,4,3,无,,33699,复仇角斗士的板层甲护肩,46953,4,146,70,
101402,追猎者之护胸,护甲,治疗,4,4,5,胸部,260,耐力+118；智力+118,法术强度+163；暴击等级+88；每5秒法力回复+52,法术强度+168；暴击等级+87；每5秒法力回复+53,法术强度×1.0307；暴击等级×0.9886；每5秒法力回复×1.0192,5,529,539,1.0093,1,蓝色,,0,,,,2603,,48589,莉亚德琳的凯旋护胸,258,4,4,5,无,,34395,尊贵仲裁者胸甲,48053,4,159,70,
101403,风暴领主胸铠,护甲,治疗,4,4,5,胸部,260,耐力+118；智力+160,法术强度+137；每5秒法力回复+45；急速等级+88,法术强度+148；每5秒法力回复+44；急速等级+83,法术强度×1.0803；每5秒法力回复×0.9778；急速等级×0.9432,5,396,548,1.0091,1,黄色,,0,,,,2639,,45305,冥界胸铠,225,4,4,5,无,,35027,野蛮角斗士的板层甲护胸,50001,4,159,70,
101404,赤霞之战衣,护甲,治疗,4,4,5,胸部,260,耐力+118；智力+118,法术强度+163；暴击等级+88；每5秒法力回复+52,法术强度+150；暴击等级+95；每5秒法力回复+50,法术强度×0.9202；暴击等级×1.0795；每5秒法力回复×0.9615,5,529,539,0.9852,1,红色,,0,,,,2603,,48584,图拉扬的凯旋护胸,258,4,4,5,无,,35066,野蛮角斗士的板甲护胸,49999,4,159,70,
101405,不朽战衣,护甲,治疗,4,4,5,胸部,260,耐力+118；智力+118,法术强度+157；每5秒法力回复+40；暴击等级+104,法术强度+169；每5秒法力回复+42；暴击等级+97,法术强度×1.0764；每5秒法力回复×1.0500；暴击等级×0.9327,5,558,537,1.0130,1,蓝色,,0,,,,2611,,51861,败血缝合胸铠,264,4,4,5,无,,30904,救世胸铠,46351,4,151,70,
101406,扣带·玄冰,护甲,治疗,4,4,6,腰部,260,耐力+88；智力+88,法术强度+116；暴击等级+61；每5秒法力回复+39,法术强度+105；暴击等级+62；每5秒法力回复+38,法术强度×0.9052；暴击等级×1.0164；每5秒法力回复×0.9744,5,384,392,0.9719,0,,,0,,,,1463,,47484,遗忘殉难者束带,258,4,4,6,无,,34547,冲锋束腰,48361,4,154,70,
101407,织法者战带,护甲,治疗,4,4,6,腰部,260,耐力+89；智力+88,法术强度+118；急速等级+77；每5秒法力回复+31,法术强度+126；急速等级+71；每5秒法力回复+28,法术强度×1.0678；急速等级×0.9221；每5秒法力回复×0.9032,5,418,403,0.9975,1,黄色,,0,,,,1468,,51836,紧致腰带,264,4,4,6,无,,33811,守备官的板甲腰带,47047,4,146,70,
101408,先知腰铠,护甲,治疗,4,4,6,腰部,260,耐力+88；智力+88,法术强度+116；暴击等级+61；每5秒法力回复+39,法术强度+117；暴击等级+57；每5秒法力回复+36,法术强度×1.0086；暴击等级×0.9344；每5秒法力回复×0.9231,5,384,392,0.9847,1,红色,,0,,,,1463,,47207,遗忘殉难者腰带,258,4,4,6,无,,33888,守备官的板层甲腰带,47415,4,146,70,
101409,执剑者惊涛扣带,护甲,治疗,4,4,6,腰部,260,耐力+88；智力+89,法术强度+115；急速等级+77；每5秒法力回复+31,法术强度+109；急速等级+84；每5秒法力回复+32,法术强度×0.9478；急速等级×1.0909；每5秒法力回复×1.0323,5,367,400,1.0050,1,蓝色,,0,,,,1459,,51555,紧致腰带,251,4,4,6,无,,30897,希望束带,48291,4,141,70,
101410,太古之腿胄,护甲,治疗,4,4,7,腿部,260,耐力+118；智力+118,法术强度+163；暴击等级+88；每5秒法力回复+52,法术强度+169；暴击等级+91；每5秒法力回复+55,法术强度×1.0368；暴击等级×1.0341；每5秒法力回复×1.0577,5,529,539,1.0223,1,蓝色,,0,,,,2277,,48586,莉亚德琳的凯旋胫甲,258,4,4,7,无,,35030,野蛮角斗士的板层甲护腿,50002,4,159,70,
101411,生长·护腿,护甲,治疗,4,4,7,腿部,260,耐力+120；智力+117,法术强度+168；急速等级+96；每5秒法力回复+53,法术强度+167；急速等级+102；每5秒法力回复+55,法术强度×0.9940；急速等级×1.0625；每5秒法力回复×1.0377,5,428,554,1.0126,2,黄色,红色,0,,,,2248,,50229,寒冰深渊腿甲,232,4,4,7,无,,35069,野蛮角斗士的板甲护腿,49996,4,159,70,
101412,峥嵘回响腿铠,护甲,治疗,4,4,7,腿部,260,耐力+118；智力+118,法术强度+163；暴击等级+88；每5秒法力回复+52,法术强度+169；暴击等级+85；每5秒法力回复+56,法术强度×1.0368；暴击等级×0.9659；每5秒法力回复×1.0769,5,529,539,1.0130,0,,,0,,,,2277,,48581,图拉扬的凯旋胫甲,258,4,4,7,无,,30903,无尽怒气腿甲,46359,4,151,70,
101413,永夜·腿胄,护甲,治疗,4,4,7,腿部,260,耐力+117；智力+121,法术强度+154；急速等级+99；每5秒法力回复+53,法术强度+165；急速等级+95；每5秒法力回复+49,法术强度×1.0714；急速等级×0.9596；每5秒法力回复×0.9245,5,399,544,1.0055,2,蓝色,黄色,0,,,,2267,,46181,征服者的庇护胫甲,226,4,4,7,无,,30977,冲锋护腿,45660,4,146,70,
101414,照夜踏靴,护甲,治疗,4,4,8,脚部,260,耐力+89；智力+88,法术强度+118；暴击等级+77；每5秒法力回复+31,法术强度+122；暴击等级+82；每5秒法力回复+31,法术强度×1.0339；暴击等级×1.0649；每5秒法力回复×1.0000,5,418,403,1.0223,1,蓝色,,0,,,,1794,,51931,朽骨长靴,264,4,4,8,无,,33812,守备官的板甲护胫,44735,4,146,70,
101415,裂云战靴,护甲,治疗,4,4,8,脚部,260,耐力+100；智力+85,法术强度+109；急速等级+65；每5秒法力回复+33,法术强度+118；急速等级+60；每5秒法力回复+35,法术强度×1.0826；急速等级×0.9231；每5秒法力回复×1.0606,5,287,392,1.0153,0,,,0,,,,1781,,45561,命运之靴,226,4,4,8,无,,33890,守备官的板层甲护胫,47417,4,146,70,
101416,暴风城之踏靴,护甲,治疗,4,4,8,脚部,260,耐力+89；智力+88,法术强度+118；暴击等级+69；每5秒法力回复+35,法术强度+129；暴击等级+66；每5秒法力回复+33,法术强度×1.0932；暴击等级×0.9565；每5秒法力回复×0.9429,5,414,399,1.0150,0,,,0,,,,1794,,50416,丧歌长靴,264,4,4,8,无,,32956,Tom's Boots 3,29863,4,145,70,
101417,钢铁·足铠,护甲,治疗,4,4,8,脚部,260,耐力+100；智力+85,法术强度+109；急速等级+65；每5秒法力回复+33,法术强度+100；急速等级+67；每5秒法力回复+30,法术强度×0.9174；急速等级×1.0308；每5秒法力回复×0.9091,5,287,392,0.9745,0,,,0,,,,1781,,45561,命运之靴,226,4,4,8,无,,32243,珍珠镶饰长靴,45332,4,141,70,
101418,命轮·腕甲,护甲,治疗,4,4,9,腕部,260,耐力+66；智力+66,法术强度+93；暴击等级+58；每5秒法力回复+24,法术强度+85；暴击等级+54；每5秒法力回复+26,法术强度×0.9140；暴击等级×0.9310；每5秒法力回复×1.0833,5,302,307,0.9674,1,蓝色,,0,,,,1139,,47455,碎约护腕,258,4,4,9,无,,34442,冲锋腕甲,48348,4,154,70,
101419,护臂·虚空,护甲,治疗,4,4,9,腕部,260,耐力+76；智力+62,法术强度+94；急速等级+50；每5秒法力回复+29,法术强度+102；急速等级+54；每5秒法力回复+27,法术强度×1.0851；急速等级×1.0800；每5秒法力回复×0.9310,5,323,311,1.0322,2,黄色,红色,0,,,,1142,,51907,灰霭护腕,264,4,4,9,无,,35170,护卫者的板层甲护腕,48662,4,154,70,
101420,寒星·腕铠,护甲,治疗,4,4,9,腕部,260,耐力+66；智力+66,法术强度+93；暴击等级+58；每5秒法力回复+24,法术强度+93；暴击等级+58；每5秒法力回复+23,法术强度×1.0000；暴击等级×1.0000；每5秒法力回复×0.9583,5,302,307,0.9967,1,红色,,0,,,,1139,,47098,碎约护臂,258,4,4,9,无,,35176,护卫者的板甲护腕,48664,4,154,70,
101421,苍翠照夜臂甲,护甲,治疗,4,4,9,腕部,260,耐力+76；智力+62,法术强度+92；急速等级+48；每5秒法力回复+29,法术强度+97；急速等级+50；每5秒法力回复+29,法术强度×1.0543；急速等级×1.0417；每5秒法力回复×1.0000,5,284,307,1.0228,1,蓝色,,0,,,,1134,,50796,灰霭护腕,251,4,4,9,无,,32959,Tom's Bracer 3,29859,4,145,70,
101422,祖达克凋零拳甲,护甲,治疗,4,4,10,手部,260,耐力+89；智力+88,法术强度+118；暴击等级+62；每5秒法力回复+38,法术强度+124；暴击等级+66；每5秒法力回复+38,法术强度×1.0508；暴击等级×1.0645；每5秒法力回复×1.0000,5,410,395,1.0253,2,蓝色,黄色,0,,,,1631,,51886,烂肠的毒气手套,264,4,4,10,无,,35067,野蛮角斗士的板甲手套,49998,4,159,70,
101423,织法者之臂铠,护甲,治疗,4,4,10,手部,260,耐力+88；智力+88,法术强度+126；急速等级+77；每5秒法力回复+35,法术强度+132；急速等级+75；每5秒法力回复+32,法术强度×1.0476；急速等级×0.9740；每5秒法力回复×0.9143,5,406,414,1.0024,1,黄色,,0,,,,1626,,48588,莉亚德琳的凯旋手套,258,4,4,10,无,,34352,堡垒手套,48036,4,156,70,
101424,风暴峭壁之拳甲,护甲,治疗,4,4,10,手部,260,耐力+89；智力+88,法术强度+128；暴击等级+77；每5秒法力回复+35,法术强度+130；暴击等级+70；每5秒法力回复+35,法术强度×1.0156；暴击等级×0.9091；每5秒法力回复×1.0000,5,432,417,0.9880,0,,,0,,,,1631,,51169,神圣光誓手套,264,4,4,10,无,,30969,冲锋护手,45659,4,146,70,
101425,雷霆护手,护甲,治疗,4,4,10,手部,260,耐力+88；智力+88,法术强度+126；急速等级+77；每5秒法力回复+35,法术强度+115；急速等级+71；每5秒法力回复+35,法术强度×0.9127；急速等级×0.9221；每5秒法力回复×1.0000,5,406,414,0.9589,1,蓝色,,0,,,,1626,,48583,图拉扬的凯旋手套,258,4,4,10,无,,30982,光明使者护手,45685,4,146,70,
101426,艾萨拉之战盔,护甲,敏捷输出,4,2,1,头部,260,敏捷+153；耐力+104,攻击强度+201；暴击等级+62；急速等级+114,攻击强度+215；暴击等级+58；急速等级+108,攻击强度×1.0697；暴击等级×0.9355；急速等级×0.9474,5,488,634,1.0063,3,混沌,蓝色,0,,,,526,,50206,磨损的恶徒皮帽,232,4,2,1,无,,31027,刺杀者头盔,45434,4,146,70,黄色
101427,泰罗卡森林灵光头盔,护甲,敏捷输出,4,2,1,头部,260,敏捷+153；耐力+156,攻击强度+164；暴击等级+96；护甲穿透等级+89,攻击强度+180；暴击等级+105；护甲穿透等级+95,攻击强度×1.0976；暴击等级×1.0938；护甲穿透等级×1.0674,5,684,658,1.0471,3,混沌,蓝色,0,,,,534,,51187,神圣影刃头盔,264,4,2,1,无,,31037,雷霆之心头盔,45663,4,146,70,红色
101428,战盔·新月,护甲,敏捷输出,4,2,1,头部,260,敏捷+131；耐力+156,攻击强度+210；暴击等级+104；命中等级+81,攻击强度+203；暴击等级+106；命中等级+89,攻击强度×0.9667；暴击等级×1.0192；命中等级×1.0988,5,708,682,1.0044,2,混沌,蓝色,0,,,,534,,50073,鬼王的酷刑袋,264,4,2,1,无,,33672,复仇角斗士的龙皮头盔,48262,4,146,70,
101429,兜帽·山岳,护甲,敏捷输出,4,2,1,头部,260,敏捷+146；耐力+107,攻击强度+224；急速等级+89；护甲穿透等级+97,攻击强度+228；急速等级+88；护甲穿透等级+98,攻击强度×1.0179；急速等级×0.9888；护甲穿透等级×1.0103,5,687,663,1.0060,3,混沌,红色,0,,,,534,,51866,毁弃的肠袋,264,4,2,1,无,,33691,复仇角斗士的科多皮头盔,48261,4,146,70,黄色
101430,肩卫·霜裔,护甲,敏捷输出,4,2,3,肩部,260,敏捷+106；耐力+116,攻击强度+141；暴击等级+77；急速等级+62,攻击强度+130；暴击等级+82；急速等级+58,攻击强度×0.9220；暴击等级×1.0649；急速等级×0.9355,5,521,502,0.9801,0,,,0,,,,493,,49987,染血的信徒肩甲,264,4,2,3,无,,33703,复仇角斗士的皮甲护肩,46938,4,146,70,
101431,缚霜者之肩铠,护甲,敏捷输出,4,2,3,肩部,260,敏捷+98；耐力+89,攻击强度+178；暴击等级+62；护甲穿透等级+77,攻击强度+178；暴击等级+67；护甲穿透等级+80,攻击强度×1.0000；暴击等级×1.0806；护甲穿透等级×1.0390,5,523,504,1.0159,0,,,0,,,,493,,51830,剥皮幼兽护肩,264,4,2,3,无,,30917,刀锋怒火护肩,45752,4,141,70,
101432,冻结肩甲,护甲,敏捷输出,4,2,3,肩部,260,敏捷+114；耐力+116,攻击强度+141；暴击等级+77；命中等级+69,攻击强度+137；暴击等级+78；命中等级+66,攻击强度×0.9716；暴击等级×1.0130；命中等级×0.9565,5,537,517,0.9884,2,蓝色,红色,0,,,,493,,51185,神圣影刃护肩,264,4,2,3,无,,32377,黑暗护肩,45816,4,141,70,
101433,钢铁肩甲,护甲,敏捷输出,4,2,3,肩部,260,敏捷+109；耐力+116,攻击强度+153；急速等级+77；护甲穿透等级+69,攻击强度+149；急速等级+72；护甲穿透等级+71,攻击强度×0.9739；急速等级×0.9351；护甲穿透等级×1.0290,5,515,524,0.9866,1,红色,,0,,,,492,,48207,玛法里奥的凯旋肩甲,258,4,2,3,无,,32518,旋叶护肩,45758,4,141,70,
